allocation_id,participant_id,participant_slot,set_id,set_trial_index,global_trial_index,document_id,document_index,condition_id,enriched_file,degree_value,baseline_side,enriched_side,document_exposure_number,randomization_seed,rating,response_time,assignment_version,study_version
n30-round2-three-versions-v1-slot-06,,6,2,17,55,P10_DOC_B,20,D1_derived,D1_derived.html,1,left,right,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,18,56,P18_DOC_B,36,W_writer_optimal,W_writer_optimal.html,3,left,right,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,19,57,P5_DOC_A,9,D1_derived,D1_derived.html,1,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,20,58,P8_DOC_B,16,D4_derived,D4_derived.html,5,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,21,59,P14_DOC_B,28,D4_derived,D4_derived.html,5,left,right,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,22,60,P16_DOC_A,31,D5_maximal,D5_maximal.html,6,left,right,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,23,61,P12_DOC_B,24,W_writer_optimal,W_writer_optimal.html,3,left,right,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,24,62,P1_DOC_A,1,W_writer_optimal,W_writer_optimal.html,3,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,25,63,P6_DOC_B,12,W_writer_optimal,W_writer_optimal.html,3,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,26,64,P8_DOC_A,15,D3_derived,D3_derived.html,4,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,27,65,P4_DOC_A,7,D5_maximal,D5_maximal.html,6,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,28,66,P7_DOC_B,14,D3_derived,D3_derived.html,4,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,29,67,P14_DOC_A,27,D3_derived,D3_derived.html,4,left,right,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,30,68,P3_DOC_A,5,D4_derived,D4_derived.html,5,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,31,69,P1_DOC_B,2,D3_derived,D3_derived.html,4,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,32,70,P3_DOC_B,6,D5_maximal,D5_maximal.html,6,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,33,71,P7_DOC_A,13,W_writer_optimal,W_writer_optimal.html,3,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,34,72,P2_DOC_A,3,D3_derived,D3_derived.html,4,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,35,73,P6_DOC_A,11,D2_derived,D2_derived.html,2,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,36,74,P9_DOC_B,18,D5_maximal,D5_maximal.html,6,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,37,75,P5_DOC_B,10,D2_derived,D2_derived.html,2,right,left,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,2,38,76,P17_DOC_A,33,D1_derived,D1_derived.html,1,left,right,2,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,1,77,P2_DOC_B,4,D5_maximal,D5_maximal.html,6,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,2,78,P4_DOC_B,8,D2_derived,D2_derived.html,2,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,3,79,P11_DOC_A,21,D3_derived,D3_derived.html,4,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,4,80,P10_DOC_B,20,D2_derived,D2_derived.html,2,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,5,81,P18_DOC_B,36,D3_derived,D3_derived.html,4,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,6,82,P5_DOC_A,9,D3_derived,D3_derived.html,4,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,7,83,P8_DOC_B,16,D5_maximal,D5_maximal.html,6,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,8,84,P14_DOC_B,28,D5_maximal,D5_maximal.html,6,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,9,85,P16_DOC_A,31,W_writer_optimal,W_writer_optimal.html,3,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,10,86,P12_DOC_B,24,D3_derived,D3_derived.html,4,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,11,87,P1_DOC_A,1,D5_maximal,D5_maximal.html,6,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,12,88,P6_DOC_B,12,D3_derived,D3_derived.html,4,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,13,89,P8_DOC_A,15,D1_derived,D1_derived.html,1,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,14,90,P4_DOC_A,7,W_writer_optimal,W_writer_optimal.html,3,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,15,91,P7_DOC_B,14,D4_derived,D4_derived.html,5,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,16,92,P14_DOC_A,27,D1_derived,D1_derived.html,1,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,17,93,P3_DOC_A,5,D2_derived,D2_derived.html,2,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,18,94,P1_DOC_B,2,D4_derived,D4_derived.html,5,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,19,95,P3_DOC_B,6,D1_derived,D1_derived.html,1,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,20,96,P7_DOC_A,13,D5_maximal,D5_maximal.html,6,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,21,97,P2_DOC_A,3,D1_derived,D1_derived.html,1,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,22,98,P6_DOC_A,11,D4_derived,D4_derived.html,5,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,23,99,P9_DOC_B,18,D1_derived,D1_derived.html,1,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,24,100,P5_DOC_B,10,W_writer_optimal,W_writer_optimal.html,3,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,25,101,P17_DOC_A,33,D3_derived,D3_derived.html,4,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,26,102,P16_DOC_B,32,D2_derived,D2_derived.html,2,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,27,103,P13_DOC_A,25,D5_maximal,D5_maximal.html,6,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,28,104,P11_DOC_B,22,W_writer_optimal,W_writer_optimal.html,3,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,29,105,P17_DOC_B,34,W_writer_optimal,W_writer_optimal.html,3,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,30,106,P15_DOC_B,30,D1_derived,D1_derived.html,1,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,31,107,P19_DOC_B,38,D4_derived,D4_derived.html,5,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,32,108,P18_DOC_A,35,D4_derived,D4_derived.html,5,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,33,109,P19_DOC_A,37,D5_maximal,D5_maximal.html,6,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,34,110,P12_DOC_A,23,D4_derived,D4_derived.html,5,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,35,111,P15_DOC_A,29,D2_derived,D2_derived.html,2,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,36,112,P13_DOC_B,26,D4_derived,D4_derived.html,5,left,right,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,37,113,P10_DOC_A,19,W_writer_optimal,W_writer_optimal.html,3,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-06,,6,3,38,114,P9_DOC_A,17,D2_derived,D2_derived.html,2,right,left,3,text-enrichment-reader-round2-n30-v1:participant:6:documents:set:3:rotation:26,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,1,1,P11_DOC_B,22,D4_derived,D4_derived.html,5,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,2,2,P7_DOC_B,14,D1_derived,D1_derived.html,1,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,3,3,P9_DOC_A,17,D3_derived,D3_derived.html,4,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,4,4,P9_DOC_B,18,W_writer_optimal,W_writer_optimal.html,3,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,5,5,P15_DOC_B,30,W_writer_optimal,W_writer_optimal.html,3,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,6,6,P12_DOC_B,24,D5_maximal,D5_maximal.html,6,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,7,7,P3_DOC_B,6,W_writer_optimal,W_writer_optimal.html,3,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,8,8,P6_DOC_B,12,D5_maximal,D5_maximal.html,6,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,9,9,P2_DOC_B,4,D2_derived,D2_derived.html,2,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,10,10,P13_DOC_A,25,D2_derived,D2_derived.html,2,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,11,11,P12_DOC_A,23,D1_derived,D1_derived.html,1,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,12,12,P17_DOC_B,34,D4_derived,D4_derived.html,5,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,13,13,P11_DOC_A,21,D5_maximal,D5_maximal.html,6,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,14,14,P5_DOC_B,10,D4_derived,D4_derived.html,5,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,15,15,P14_DOC_B,28,D2_derived,D2_derived.html,2,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,16,16,P4_DOC_B,8,D3_derived,D3_derived.html,4,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,17,17,P3_DOC_A,5,D3_derived,D3_derived.html,4,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,18,18,P14_DOC_A,27,W_writer_optimal,W_writer_optimal.html,3,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,19,19,P8_DOC_A,15,W_writer_optimal,W_writer_optimal.html,3,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,20,20,P6_DOC_A,11,D1_derived,D1_derived.html,1,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,21,21,P17_DOC_A,33,D5_maximal,D5_maximal.html,6,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,22,22,P16_DOC_A,31,D4_derived,D4_derived.html,5,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,23,23,P15_DOC_A,29,D3_derived,D3_derived.html,4,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,24,24,P18_DOC_B,36,D5_maximal,D5_maximal.html,6,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,25,25,P1_DOC_A,1,D2_derived,D2_derived.html,2,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,26,26,P10_DOC_A,19,D4_derived,D4_derived.html,5,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,27,27,P4_DOC_A,7,D4_derived,D4_derived.html,5,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,28,28,P7_DOC_A,13,D2_derived,D2_derived.html,2,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,29,29,P5_DOC_A,9,D5_maximal,D5_maximal.html,6,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,30,30,P16_DOC_B,32,D3_derived,D3_derived.html,4,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,31,31,P8_DOC_B,16,D2_derived,D2_derived.html,2,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,32,32,P13_DOC_B,26,D1_derived,D1_derived.html,1,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,33,33,P18_DOC_A,35,D1_derived,D1_derived.html,1,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,34,34,P10_DOC_B,20,D3_derived,D3_derived.html,4,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,35,35,P1_DOC_B,2,D1_derived,D1_derived.html,1,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,36,36,P19_DOC_B,38,D1_derived,D1_derived.html,1,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,37,37,P19_DOC_A,37,D2_derived,D2_derived.html,2,left,right,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,1,38,38,P2_DOC_A,3,W_writer_optimal,W_writer_optimal.html,3,right,left,1,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:1:rotation:0,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,2,1,39,P5_DOC_B,10,D1_derived,D1_derived.html,1,right,left,2,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,2,2,40,P14_DOC_B,28,D3_derived,D3_derived.html,4,left,right,2,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,2,3,41,P4_DOC_B,8,D5_maximal,D5_maximal.html,6,right,left,2,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,2,4,42,P3_DOC_A,5,D5_maximal,D5_maximal.html,6,right,left,2,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,2,5,43,P14_DOC_A,27,D4_derived,D4_derived.html,5,left,right,2,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,2,6,44,P8_DOC_A,15,D4_derived,D4_derived.html,5,right,left,2,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,2,7,45,P6_DOC_A,11,W_writer_optimal,W_writer_optimal.html,3,right,left,2,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,2,8,46,P17_DOC_A,33,D2_derived,D2_derived.html,2,left,right,2,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,2,9,47,P16_DOC_A,31,D1_derived,D1_derived.html,1,left,right,2,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
n30-round2-three-versions-v1-slot-07,,7,2,10,48,P15_DOC_A,29,D5_maximal,D5_maximal.html,6,left,right,2,text-enrichment-reader-round2-n30-v1:participant:7:documents:set:2:rotation:13,,,n30-round2-three-versions-v1,2026-09-04-r2-v1
